epoch,train_loss,train_acc,valid_acc
1,1.3702666161916195,0.5023036858974359,
2,0.8607196648915608,0.6959134615384616,
3,0.6744636815327865,0.7650240384615384,
4,0.5688899404727495,0.8006810897435898,
5,0.4979846501961733,0.8259014423076924,
6,0.44418455767325865,0.8435096153846153,
7,0.3952640629349611,0.8621594551282051,
8,0.3630189721783002,0.8730969551282052,
9,0.3316862505597946,0.8848557692307693,
10,0.29996558943620094,0.8962940705128205,
11,0.26402944683646545,0.9067708333333333,
12,0.24061125442385672,0.9173477564102565,
13,0.22919190772450887,0.9206530448717949,
14,0.2125096453497043,0.9261217948717949,
15,0.19764124523752774,0.9307491987179487,
16,0.18692051189450118,0.9340344551282052,
17,0.17088419470267419,0.940224358974359,
18,0.1574203254798284,0.9456730769230769,
19,0.15037347639027315,0.9470953525641026,
20,0.1406626233114646,0.9507011217948718,
21,0.11883325475530747,0.9589543269230769,
22,0.11205385267161407,0.96171875,
23,0.10398382817705472,0.9640024038461539,
24,0.10169691151628892,0.9654246794871795,
25,0.09229161663888356,0.9682892628205129,
26,0.09130280107641832,0.9681290064102565,
27,0.09101615909200449,0.9678485576923077,
28,0.08422443955563581,0.9712740384615385,
29,0.08088454130607156,0.9725160256410257,
30,0.07733410570579462,0.9741386217948718,
31,0.06411547535696091,0.9777844551282051,
32,0.06137960398665224,0.9793870192307692,
33,0.05932436761661218,0.9799879807692308,
34,0.056196346819305264,0.9809294871794871,
35,0.0567644765552802,0.9810496794871795,
36,0.05435005437869292,0.9816306089743589,
37,0.0480436791988233,0.9839342948717948,
38,0.04655055999517059,0.9842147435897436,
39,0.045695462468295145,0.9846554487179487,
40,0.04856820313904721,0.9830328525641026,
41,0.04303941066520145,0.9859775641025641,
42,0.03867975107322519,0.9872195512820513,
43,0.03397591904056473,0.9885416666666667,
44,0.03478158515078039,0.9884815705128205,
45,0.03484384916627254,0.9885216346153847,
46,0.03343026740595889,0.9888020833333333,
47,0.03476328760839235,0.9881009615384615,
48,0.030235758841109392,0.9901842948717948,
49,0.031024827948437098,0.9896033653846154,
50,0.03087747674435377,0.9897636217948718,
51,0.02671251136194676,0.9914663461538461,
52,0.024928798750401115,0.9918870192307693,
53,0.025704189855605363,0.991426282051282,
54,0.02425129908340004,0.9920472756410257,
55,0.025607665987888304,0.9911658653846154,
56,0.024872883545975083,0.9915464743589744,
57,0.019705561343401384,0.9940104166666667,
58,0.018398644589783193,0.9940905448717948,
59,0.02091410665993746,0.9927684294871795,
60,0.022785962558685778,0.9930088141025641,
61,0.019051124832222762,0.9939903846153846,
62,0.01656487633426411,0.9946314102564102,
63,0.01678798931086651,0.9945512820512821,
64,0.016381424840671035,0.9944511217948718,
65,0.01853646501325644,0.9938701923076924,
66,0.01875296202727044,0.99375,
67,0.01533052808790205,0.9951722756410256,
68,0.015580542545425347,0.9950120192307692,
69,0.017394217197598223,0.9940705128205128,
70,0.014931820722398324,0.9953725961538461,
71,0.014642584911780433,0.9949719551282051,
72,0.013895283473763042,0.9955528846153846,
73,0.01337398978156181,0.9954126602564103,
74,0.012838863462914164,0.995713141025641,
75,0.013417075478579276,0.9954126602564103,
76,0.013212406408908861,0.9954527243589744,
77,0.0120141028309426,0.9964142628205128,
78,0.012139397008846012,0.9958934294871795,
79,0.012335049002938784,0.9960737179487179,
80,0.012617633913536198,0.9960336538461538,
81,0.011030142914760524,0.9965144230769231,
82,0.010071466149514516,0.9968349358974359,
83,0.009138356204717778,0.9971153846153846,
84,0.009073510129177847,0.9973157051282051,
85,0.009370672148771774,0.9972155448717949,
86,0.009939087102620994,0.9969951923076923,
87,0.009288299430604989,0.9969150641025641,
88,0.008610415165029013,0.9971354166666667,
89,0.008773187760454722,0.9973958333333334,
90,0.009405178859985123,0.9973357371794872,
91,0.008754924227832816,0.9972956730769231,
92,0.00828766678385317,0.9975360576923077,
93,0.007490596791635303,0.9977163461538462,
94,0.008022143438873358,0.9975560897435898,
95,0.008317552883034715,0.9975560897435898,
96,0.007359500345475494,0.9978165064102564,
97,0.0071062193247668735,0.997676282051282,
98,0.007617776545185524,0.9977163461538462,
99,0.006782817183090792,0.9977764423076924,
100,0.0068074776403731305,0.9978766025641026,
101,0.006430704544338649,0.9979366987179488,
102,0.006116909518067796,0.9982772435897436,
103,0.006787777578108198,0.9977363782051282,
104,0.007191032547920118,0.9977363782051282,
105,0.005723650599434339,0.9983173076923076,
106,0.005807699048137949,0.9982572115384616,
107,0.005769309596582436,0.9982772435897436,
108,0.00607402350073337,0.9980969551282052,
109,0.006288561777014715,0.998056891025641,
110,0.005801270897828568,0.9981370192307693,
111,0.005171676903801899,0.998477564102564,
112,0.005362271703854323,0.9985576923076923,
113,0.004586618467893016,0.9985576923076923,
114,0.005772871288839573,0.9981971153846154,
115,0.005853604243505591,0.9981370192307693,
116,0.005490858541862764,0.9984975961538461,
117,0.005223629576301811,0.9983774038461538,
118,0.005555714835571005,0.9985176282051282,
119,0.00516888183565476,0.9983774038461538,
120,0.005012685898392915,0.9983373397435897,
121,0.004213607861908176,0.9989983974358975,
122,0.004259203170621708,0.9987379807692308,
123,0.0041447000385699375,0.9988381410256411,
124,0.004246001579639807,0.9985777243589744,
125,0.004816202631739613,0.9985576923076923,
126,0.0042109636927190695,0.998858173076923,
127,0.004241522014415703,0.9987780448717949,
128,0.004355438456789274,0.9985777243589744,
129,0.0034023814626823134,0.9989583333333333,
130,0.004072130324717504,0.9987780448717949,
131,0.003066460073135274,0.99921875,
132,0.0033812901925650805,0.9989983974358975,
133,0.003339651997950382,0.9990184294871794,
134,0.0037596532627410337,0.9990184294871794,
135,0.003435420301236893,0.9990785256410256,
136,0.0043358257390840056,0.9987379807692308,
137,0.00355993605950901,0.998818108974359,
138,0.0035073663911111322,0.9988782051282051,
139,0.0034539547122011964,0.9990184294871794,
140,0.003723175798185343,0.9989583333333333,
141,0.003102483069251787,0.9990184294871794,
142,0.0025782747257415816,0.9992788461538461,
143,0.0029004285250639676,0.99921875,
144,0.0030794809054779577,0.9990785256410256,
145,0.0029361665897923582,0.9990985576923077,
146,0.002618759398422135,0.9992788461538461,
147,0.002756955869550345,0.9990785256410256,
148,0.002436001787244981,0.9993589743589744,
149,0.003078563123581728,0.9989383012820513,
150,0.0030600548842929314,0.9989383012820513,
151,0.0025017792414683544,0.9992988782051282,
152,0.002923099774768791,0.9991786858974359,
153,0.0023954821919641035,0.9993790064102565,
154,0.0024215291342093576,0.9991786858974359,
155,0.0029691347139491997,0.9990985576923077,
156,0.002352814275358329,0.9993389423076923,
157,0.002348411617873726,0.9995192307692308,
158,0.00257582390665611,0.9992988782051282,
159,0.002425939056177949,0.9994991987179487,
160,0.002387532412793893,0.9994591346153846,
161,0.0027661428002783137,0.999238782051282,
162,0.00214663735489758,0.9992788461538461,
163,0.0021535914197160404,0.9994190705128205,
164,0.002494071863549881,0.999238782051282,
165,0.002415629540654407,0.9993790064102565,
166,0.002429642430237996,0.9993589743589744,
167,0.002414527731768127,0.999238782051282,
168,0.0021260855300799728,0.9994791666666667,
169,0.002018815486054593,0.9994791666666667,
170,0.002167036050116458,0.9994591346153846,
171,0.0024407272579432733,0.9992588141025641,
172,0.0021907050167964113,0.9993189102564103,
173,0.0022956278208417086,0.9992588141025641,
174,0.0020657850478854904,0.9995192307692308,
175,0.0020773792686668456,0.9993990384615384,
176,0.0018926530043991544,0.9994991987179487,
177,0.002013048139027281,0.9994591346153846,
178,0.0023516779816791546,0.9993389423076923,
179,0.0018589285313702511,0.9995392628205129,
180,0.0017206950156180075,0.9995192307692308,
181,0.002032368875734392,0.9993790064102565,
182,0.002097408276975516,0.9994391025641025,
183,0.001829613449267643,0.9995192307692308,
184,0.0017768920243095357,0.9995392628205129,
185,0.0019730180893533637,0.9994190705128205,
186,0.001539335898856874,0.9995392628205129,
187,0.0019020877893173094,0.9993990384615384,
188,0.0017110974819027037,0.9995592948717948,
189,0.002101965275655041,0.9993790064102565,
190,0.0018028407979914054,0.9994190705128205,
191,0.002190952089502109,0.9994190705128205,
192,0.0017209986639593411,0.9994791666666667,
193,0.0015902660009184425,0.9994991987179487,
194,0.0019043361719107055,0.9994190705128205,
195,0.0021380765053506294,0.9994391025641025,
196,0.001360795019000085,0.9996995192307693,
197,0.0015243842797178495,0.9995993589743589,
198,0.0015893434270065673,0.9995192307692308,
199,0.0015446999467876128,0.9995192307692308,
200,0.0016842317499163656,0.9995192307692308,
